==== a_000001_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.691, y=0.488, z=-0.000
  Punkt 12: x=0.517, y=0.517, z=-0.052
  Punkt 13: x=0.468, y=0.567, z=-0.013
  Punkt 14: x=0.436, y=0.577, z=-0.049
  Punkt 15: x=0.514, y=0.577, z=-0.040
  Punkt 16: x=0.522, y=0.567, z=-0.028
  Punkt 17: x=0.474, y=0.619, z=-0.021
  Punkt 18: x=0.458, y=0.621, z=-0.037
  Punkt 19: x=0.503, y=0.617, z=-0.026
  Punkt 20: x=0.507, y=0.614, z=-0.015
  Wektory:
    3→4: (-0.052, 0.035, 0.007)
    0→5: (-0.166, -0.151, -0.008)
    17→18: (-0.016, 0.002, -0.016)
    0→17: (-0.160, 0.020, -0.021)
    13→14: (-0.031, 0.010, -0.036)
    13→17: (0.006, 0.052, -0.008)
    18→19: (0.045, -0.003, 0.011)
    5→6: (-0.051, 0.006, -0.033)
    5→9: (-0.006, 0.064, 0.001)
    14→15: (0.077, 0.000, 0.009)
    0→1: (-0.025, -0.106, -0.030)
    9→10: (-0.044, 0.010, -0.034)
    1→2: (-0.072, -0.087, -0.006)
    9→13: (0.006, 0.056, -0.006)
    10→11: (0.088, 0.009, -0.008)
    19→20: (0.005, -0.003, 0.011)
    6→7: (0.068, 0.021, -0.017)
    15→16: (0.008, -0.010, 0.012)
    2→3: (-0.090, -0.020, -0.002)
    11→12: (0.011, -0.013, -0.002)
    7→8: (0.021, -0.001, -0.009)

==== a_000002_1_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.351, y=0.592, z=-0.000
  Punkt 1: x=0.389, y=0.500, z=-0.045
  Punkt 2: x=0.458, y=0.426, z=-0.058
  Punkt 3: x=0.542, y=0.398, z=-0.066
  Punkt 4: x=0.594, y=0.425, z=-0.062
  Punkt 5: x=0.540, y=0.463, z=0.001
  Punkt 6: x=0.589, y=0.468, z=-0.036
  Punkt 7: x=0.515, y=0.475, z=-0.049
  Punkt 8: x=0.500, y=0.472, z=-0.054
  Punkt 9: x=0.540, y=0.519, z=0.009
  Punkt 10: x=0.585, y=0.523, z=-0.037
  Punkt 11: x=0.498, y=0.522, z=-0.045
  Punkt 12: x=0.498, y=0.512, z=-0.040
  Punkt 13: x=0.534, y=0.573, z=0.007
  Punkt 14: x=0.569, y=0.581, z=-0.044
  Punkt 15: x=0.486, y=0.570, z=-0.029
  Punkt 16: x=0.485, y=0.559, z=-0.007
  Punkt 17: x=0.521, y=0.624, z=0.001
  Punkt 18: x=0.548, y=0.631, z=-0.025
  Punkt 19: x=0.486, y=0.616, z=-0.010
  Punkt 20: x=0.475, y=0.606, z=0.008
  Wektory:
    3→4: (0.052, 0.026, 0.004)
    0→5: (0.189, -0.129, 0.001)
    17→18: (0.027, 0.006, -0.026)
    0→17: (0.170, 0.032, 0.001)
    13→14: (0.035, 0.008, -0.051)
    13→17: (-0.013, 0.051, -0.006)
    18→19: (-0.062, -0.015, 0.015)
    5→6: (0.048, 0.005, -0.038)
    5→9: (-0.001, 0.056, 0.008)
    14→15: (-0.083, -0.011, 0.015)
    0→1: (0.038, -0.092, -0.045)
    9→10: (0.045, 0.004, -0.046)
    1→2: (0.069, -0.074, -0.013)
    9→13: (-0.006, 0.054, -0.002)
    10→11: (-0.087, -0.001, -0.008)
    19→20: (-0.011, -0.010, 0.018)
    6→7: (-0.074, 0.008, -0.013)
    15→16: (-0.000, -0.011, 0.023)
    2→3: (0.083, -0.028, -0.008)
    11→12: (0.000, -0.010, 0.005)
    7→8: (-0.015, -0.003, -0.004)

==== a_000100_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.408, y=0.601, z=-0.000
  Punkt 1: x=0.475, y=0.538, z=-0.015
  Punkt 2: x=0.514, y=0.440, z=-0.023
  Punkt 3: x=0.510, y=0.349, z=-0.032
  Punkt 4: x=0.477, y=0.298, z=-0.039
  Punkt 5: x=0.475, y=0.375, z=-0.007
  Punkt 6: x=0.472, y=0.330, z=-0.037
  Punkt 7: x=0.471, y=0.394, z=-0.054
  Punkt 8: x=0.468, y=0.449, z=-0.060
  Punkt 9: x=0.432, y=0.378, z=-0.013
  Punkt 10: x=0.434, y=0.338, z=-0.045
  Punkt 11: x=0.442, y=0.418, z=-0.055
  Punkt 12: x=0.444, y=0.475, z=-0.055
  Punkt 13: x=0.393, y=0.389, z=-0.022
  Punkt 14: x=0.401, y=0.359, z=-0.055
  Punkt 15: x=0.412, y=0.436, z=-0.051
  Punkt 16: x=0.413, y=0.491, z=-0.039
  Punkt 17: x=0.354, y=0.407, z=-0.032
  Punkt 18: x=0.372, y=0.378, z=-0.050
  Punkt 19: x=0.380, y=0.425, z=-0.042
  Punkt 20: x=0.379, y=0.459, z=-0.031
  Wektory:
    3→4: (-0.033, -0.051, -0.007)
    0→5: (0.067, -0.226, -0.007)
    17→18: (0.018, -0.029, -0.018)
    0→17: (-0.054, -0.194, -0.032)
    13→14: (0.008, -0.029, -0.033)
    13→17: (-0.039, 0.018, -0.010)
    18→19: (0.008, 0.047, 0.008)
    5→6: (-0.003, -0.044, -0.029)
    5→9: (-0.043, 0.004, -0.005)
    14→15: (0.011, 0.077, 0.004)
    0→1: (0.066, -0.062, -0.015)
    9→10: (0.002, -0.040, -0.033)
    1→2: (0.040, -0.098, -0.008)
    9→13: (-0.039, 0.010, -0.009)
    10→11: (0.007, 0.079, -0.009)
    19→20: (-0.001, 0.034, 0.011)
    6→7: (-0.001, 0.064, -0.017)
    15→16: (0.002, 0.054, 0.011)
    2→3: (-0.004, -0.091, -0.009)
    11→12: (0.002, 0.058, 0.000)
    7→8: (-0.003, 0.054, -0.006)

==== a_000100_1_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.587, y=0.602, z=-0.000
  Punkt 1: x=0.525, y=0.524, z=-0.016
  Punkt 2: x=0.482, y=0.432, z=-0.026
  Punkt 3: x=0.484, y=0.346, z=-0.040
  Punkt 4: x=0.518, y=0.297, z=-0.050
  Punkt 5: x=0.537, y=0.373, z=0.015
  Punkt 6: x=0.532, y=0.327, z=-0.017
  Punkt 7: x=0.526, y=0.387, z=-0.040
  Punkt 8: x=0.526, y=0.448, z=-0.050
  Punkt 9: x=0.575, y=0.378, z=0.011
  Punkt 10: x=0.564, y=0.336, z=-0.024
  Punkt 11: x=0.555, y=0.411, z=-0.038
  Punkt 12: x=0.552, y=0.475, z=-0.038
  Punkt 13: x=0.611, y=0.389, z=0.001
  Punkt 14: x=0.595, y=0.360, z=-0.034
  Punkt 15: x=0.584, y=0.431, z=-0.032
  Punkt 16: x=0.580, y=0.488, z=-0.020
  Punkt 17: x=0.645, y=0.411, z=-0.011
  Punkt 18: x=0.625, y=0.375, z=-0.033
  Punkt 19: x=0.613, y=0.425, z=-0.028
  Punkt 20: x=0.610, y=0.472, z=-0.017
  Wektory:
    3→4: (0.034, -0.049, -0.010)
    0→5: (-0.049, -0.229, 0.015)
    17→18: (-0.020, -0.035, -0.022)
    0→17: (0.059, -0.191, -0.011)
    13→14: (-0.017, -0.029, -0.035)
    13→17: (0.034, 0.022, -0.012)
    18→19: (-0.012, 0.050, 0.004)
    5→6: (-0.005, -0.045, -0.032)
    5→9: (0.038, 0.005, -0.004)
    14→15: (-0.011, 0.071, 0.001)
    0→1: (-0.061, -0.078, -0.016)
    9→10: (-0.011, -0.042, -0.035)
    1→2: (-0.044, -0.092, -0.010)
    9→13: (0.036, 0.011, -0.010)
    10→11: (-0.010, 0.076, -0.014)
    19→20: (-0.003, 0.046, 0.011)
    6→7: (-0.006, 0.060, -0.023)
    15→16: (-0.004, 0.057, 0.012)
    2→3: (0.002, -0.086, -0.014)
    11→12: (-0.002, 0.063, 0.000)
    7→8: (-0.000, 0.061, -0.010)

==== a_000100_10 ====
Dłoń 1 (Right):
  Punkt 0: x=0.647, y=0.660, z=-0.000
  Punkt 1: x=0.734, y=0.606, z=-0.029
  Punkt 2: x=0.802, y=0.480, z=-0.039
  Punkt 3: x=0.800, y=0.357, z=-0.050
  Punkt 4: x=0.767, y=0.276, z=-0.058
  Punkt 5: x=0.768, y=0.395, z=-0.002
  Punkt 6: x=0.771, y=0.348, z=-0.048
  Punkt 7: x=0.755, y=0.409, z=-0.080
  Punkt 8: x=0.735, y=0.460, z=-0.094
  Punkt 9: x=0.707, y=0.386, z=-0.006
  Punkt 10: x=0.710, y=0.335, z=-0.057
  Punkt 11: x=0.704, y=0.446, z=-0.078
  Punkt 12: x=0.696, y=0.527, z=-0.080
  Punkt 13: x=0.650, y=0.393, z=-0.018
  Punkt 14: x=0.655, y=0.353, z=-0.070
  Punkt 15: x=0.659, y=0.462, z=-0.070
  Punkt 16: x=0.657, y=0.535, z=-0.056
  Punkt 17: x=0.593, y=0.414, z=-0.031
  Punkt 18: x=0.611, y=0.379, z=-0.064
  Punkt 19: x=0.619, y=0.455, z=-0.059
  Punkt 20: x=0.623, y=0.511, z=-0.047
  Wektory:
    3→4: (-0.033, -0.081, -0.008)
    0→5: (0.122, -0.266, -0.002)
    17→18: (0.018, -0.035, -0.033)
    0→17: (-0.054, -0.246, -0.031)
    13→14: (0.004, -0.040, -0.052)
    13→17: (-0.057, 0.021, -0.013)
    18→19: (0.008, 0.075, 0.005)
    5→6: (0.003, -0.047, -0.046)
    5→9: (-0.061, -0.009, -0.004)
    14→15: (0.005, 0.109, -0.001)
    0→1: (0.087, -0.055, -0.029)
    9→10: (0.003, -0.050, -0.050)
    1→2: (0.069, -0.126, -0.011)
    9→13: (-0.057, 0.008, -0.011)
    10→11: (-0.005, 0.111, -0.021)
    19→20: (0.004, 0.056, 0.012)
    6→7: (-0.017, 0.062, -0.032)
    15→16: (-0.003, 0.073, 0.014)
    2→3: (-0.002, -0.123, -0.011)
    11→12: (-0.008, 0.081, -0.003)
    7→8: (-0.020, 0.051, -0.014)

==== a_000100_10_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.343, y=0.674, z=-0.000
  Punkt 1: x=0.258, y=0.609, z=-0.036
  Punkt 2: x=0.195, y=0.479, z=-0.050
  Punkt 3: x=0.192, y=0.352, z=-0.065
  Punkt 4: x=0.234, y=0.271, z=-0.073
  Punkt 5: x=0.248, y=0.388, z=0.006
  Punkt 6: x=0.246, y=0.329, z=-0.039
  Punkt 7: x=0.256, y=0.411, z=-0.066
  Punkt 8: x=0.265, y=0.493, z=-0.075
  Punkt 9: x=0.302, y=0.387, z=0.008
  Punkt 10: x=0.295, y=0.326, z=-0.043
  Punkt 11: x=0.300, y=0.434, z=-0.061
  Punkt 12: x=0.304, y=0.525, z=-0.058
  Punkt 13: x=0.353, y=0.394, z=0.001
  Punkt 14: x=0.343, y=0.356, z=-0.054
  Punkt 15: x=0.338, y=0.465, z=-0.053
  Punkt 16: x=0.334, y=0.551, z=-0.034
  Punkt 17: x=0.404, y=0.414, z=-0.009
  Punkt 18: x=0.387, y=0.371, z=-0.048
  Punkt 19: x=0.374, y=0.450, z=-0.045
  Punkt 20: x=0.369, y=0.517, z=-0.029
  Wektory:
    3→4: (0.042, -0.081, -0.008)
    0→5: (-0.095, -0.286, 0.006)
    17→18: (-0.017, -0.042, -0.039)
    0→17: (0.061, -0.260, -0.009)
    13→14: (-0.010, -0.038, -0.055)
    13→17: (0.051, 0.019, -0.010)
    18→19: (-0.013, 0.078, 0.003)
    5→6: (-0.003, -0.059, -0.045)
    5→9: (0.053, -0.001, 0.002)
    14→15: (-0.005, 0.109, 0.001)
    0→1: (-0.086, -0.066, -0.036)
    9→10: (-0.007, -0.061, -0.051)
    1→2: (-0.063, -0.129, -0.015)
    9→13: (0.051, 0.007, -0.007)
    10→11: (0.005, 0.108, -0.018)
    19→20: (-0.006, 0.068, 0.015)
    6→7: (0.010, 0.083, -0.027)
    15→16: (-0.004, 0.086, 0.019)
    2→3: (-0.003, -0.128, -0.015)
    11→12: (0.004, 0.090, 0.003)
    7→8: (0.009, 0.082, -0.009)

==== a_000100_11 ====
Dłoń 1 (Right):
  Punkt 0: x=0.272, y=0.579, z=-0.000
  Punkt 1: x=0.339, y=0.512, z=-0.023
  Punkt 2: x=0.382, y=0.395, z=-0.031
  Punkt 3: x=0.376, y=0.290, z=-0.038
  Punkt 4: x=0.333, y=0.236, z=-0.042
  Punkt 5: x=0.325, y=0.330, z=-0.013
  Punkt 6: x=0.320, y=0.288, z=-0.045
  Punkt 7: x=0.323, y=0.357, z=-0.062
  Punkt 8: x=0.325, y=0.414, z=-0.069
  Punkt 9: x=0.276, y=0.339, z=-0.015
  Punkt 10: x=0.274, y=0.295, z=-0.052
  Punkt 11: x=0.287, y=0.387, z=-0.062
  Punkt 12: x=0.293, y=0.453, z=-0.060
  Punkt 13: x=0.233, y=0.355, z=-0.022
  Punkt 14: x=0.235, y=0.322, z=-0.059
  Punkt 15: x=0.252, y=0.409, z=-0.054
  Punkt 16: x=0.258, y=0.471, z=-0.040
  Punkt 17: x=0.191, y=0.379, z=-0.031
  Punkt 18: x=0.203, y=0.340, z=-0.051
  Punkt 19: x=0.216, y=0.393, z=-0.042
  Punkt 20: x=0.222, y=0.435, z=-0.030
  Wektory:
    3→4: (-0.043, -0.054, -0.005)
    0→5: (0.054, -0.249, -0.013)
    17→18: (0.012, -0.039, -0.021)
    0→17: (-0.080, -0.200, -0.031)
    13→14: (0.002, -0.033, -0.037)
    13→17: (-0.042, 0.024, -0.008)
    18→19: (0.013, 0.053, 0.009)
    5→6: (-0.006, -0.043, -0.032)
    5→9: (-0.049, 0.009, -0.002)
    14→15: (0.017, 0.087, 0.005)
    0→1: (0.067, -0.067, -0.023)
    9→10: (-0.002, -0.044, -0.037)
    1→2: (0.043, -0.117, -0.008)
    9→13: (-0.043, 0.016, -0.007)
    10→11: (0.013, 0.092, -0.010)
    19→20: (0.006, 0.042, 0.012)
    6→7: (0.003, 0.069, -0.018)
    15→16: (0.006, 0.062, 0.014)
    2→3: (-0.006, -0.105, -0.007)
    11→12: (0.006, 0.066, 0.002)
    7→8: (0.002, 0.057, -0.006)

==== a_000100_11_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.726, y=0.589, z=-0.000
  Punkt 1: x=0.658, y=0.508, z=-0.025
  Punkt 2: x=0.614, y=0.394, z=-0.038
  Punkt 3: x=0.621, y=0.293, z=-0.052
  Punkt 4: x=0.662, y=0.239, z=-0.060
  Punkt 5: x=0.685, y=0.328, z=0.010
  Punkt 6: x=0.686, y=0.272, z=-0.025
  Punkt 7: x=0.675, y=0.338, z=-0.048
  Punkt 8: x=0.668, y=0.407, z=-0.057
  Punkt 9: x=0.730, y=0.338, z=0.009
  Punkt 10: x=0.721, y=0.285, z=-0.032
  Punkt 11: x=0.705, y=0.374, z=-0.046
  Punkt 12: x=0.698, y=0.448, z=-0.045
  Punkt 13: x=0.771, y=0.355, z=0.001
  Punkt 14: x=0.756, y=0.316, z=-0.039
  Punkt 15: x=0.738, y=0.399, z=-0.038
  Punkt 16: x=0.729, y=0.466, z=-0.023
  Punkt 17: x=0.810, y=0.384, z=-0.009
  Punkt 18: x=0.789, y=0.339, z=-0.037
  Punkt 19: x=0.769, y=0.398, z=-0.034
  Punkt 20: x=0.763, y=0.450, z=-0.022
  Wektory:
    3→4: (0.041, -0.054, -0.009)
    0→5: (-0.040, -0.261, 0.010)
    17→18: (-0.021, -0.045, -0.028)
    0→17: (0.085, -0.205, -0.009)
    13→14: (-0.015, -0.040, -0.041)
    13→17: (0.039, 0.029, -0.011)
    18→19: (-0.020, 0.058, 0.003)
    5→6: (0.001, -0.057, -0.035)
    5→9: (0.044, 0.010, -0.001)
    14→15: (-0.019, 0.084, 0.002)
    0→1: (-0.067, -0.082, -0.025)
    9→10: (-0.008, -0.053, -0.041)
    1→2: (-0.044, -0.114, -0.013)
    9→13: (0.042, 0.017, -0.008)
    10→11: (-0.016, 0.089, -0.015)
    19→20: (-0.006, 0.052, 0.012)
    6→7: (-0.011, 0.066, -0.023)
    15→16: (-0.008, 0.066, 0.015)
    2→3: (0.007, -0.101, -0.014)
    11→12: (-0.007, 0.074, 0.002)
    7→8: (-0.007, 0.070, -0.009)

==== a_000100_12 ====
Dłoń 1 (Right):
  Punkt 0: x=0.375, y=0.548, z=-0.000
  Punkt 1: x=0.452, y=0.489, z=-0.031
  Punkt 2: x=0.511, y=0.360, z=-0.041
  Punkt 3: x=0.509, y=0.236, z=-0.050
  Punkt 4: x=0.475, y=0.156, z=-0.055
  Punkt 5: x=0.475, y=0.268, z=0.001
  Punkt 6: x=0.473, y=0.216, z=-0.045
  Punkt 7: x=0.456, y=0.287, z=-0.075
  Punkt 8: x=0.441, y=0.349, z=-0.087
  Punkt 9: x=0.415, y=0.268, z=0.001
  Punkt 10: x=0.411, y=0.222, z=-0.050
  Punkt 11: x=0.407, y=0.334, z=-0.070
  Punkt 12: x=0.404, y=0.415, z=-0.070
  Punkt 13: x=0.363, y=0.282, z=-0.007
  Punkt 14: x=0.359, y=0.249, z=-0.058
  Punkt 15: x=0.365, y=0.352, z=-0.058
  Punkt 16: x=0.365, y=0.422, z=-0.043
  Punkt 17: x=0.311, y=0.307, z=-0.017
  Punkt 18: x=0.321, y=0.270, z=-0.049
  Punkt 19: x=0.327, y=0.341, z=-0.044
  Punkt 20: x=0.332, y=0.395, z=-0.030
  Wektory:
    3→4: (-0.034, -0.080, -0.005)
    0→5: (0.101, -0.280, 0.001)
    17→18: (0.010, -0.037, -0.032)
    0→17: (-0.064, -0.242, -0.017)
    13→14: (-0.003, -0.034, -0.051)
    13→17: (-0.052, 0.024, -0.010)
    18→19: (0.006, 0.071, 0.005)
    5→6: (-0.002, -0.052, -0.046)
    5→9: (-0.060, -0.000, 0.000)
    14→15: (0.005, 0.103, 0.000)
    0→1: (0.077, -0.059, -0.031)
    9→10: (-0.005, -0.046, -0.051)
    1→2: (0.059, -0.129, -0.010)
    9→13: (-0.052, 0.014, -0.008)
    10→11: (-0.004, 0.111, -0.020)
    19→20: (0.005, 0.054, 0.013)
    6→7: (-0.017, 0.070, -0.031)
    15→16: (0.000, 0.070, 0.015)
    2→3: (-0.002, -0.124, -0.009)
    11→12: (-0.003, 0.081, 0.000)
    7→8: (-0.014, 0.062, -0.012)

==== a_000100_12_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.622, y=0.569, z=-0.000
  Punkt 1: x=0.541, y=0.496, z=-0.038
  Punkt 2: x=0.482, y=0.359, z=-0.052
  Punkt 3: x=0.482, y=0.227, z=-0.066
  Punkt 4: x=0.523, y=0.145, z=-0.073
  Punkt 5: x=0.534, y=0.274, z=0.013
  Punkt 6: x=0.543, y=0.204, z=-0.034
  Punkt 7: x=0.550, y=0.282, z=-0.063
  Punkt 8: x=0.556, y=0.360, z=-0.073
  Punkt 9: x=0.587, y=0.280, z=0.016
  Punkt 10: x=0.592, y=0.218, z=-0.038
  Punkt 11: x=0.596, y=0.327, z=-0.057
  Punkt 12: x=0.598, y=0.413, z=-0.053
  Punkt 13: x=0.636, y=0.293, z=0.009
  Punkt 14: x=0.638, y=0.250, z=-0.049
  Punkt 15: x=0.631, y=0.357, z=-0.049
  Punkt 16: x=0.625, y=0.439, z=-0.028
  Punkt 17: x=0.685, y=0.314, z=-0.002
  Punkt 18: x=0.680, y=0.267, z=-0.042
  Punkt 19: x=0.666, y=0.346, z=-0.039
  Punkt 20: x=0.659, y=0.412, z=-0.023
  Wektory:
    3→4: (0.041, -0.082, -0.007)
    0→5: (-0.087, -0.295, 0.013)
    17→18: (-0.006, -0.048, -0.041)
    0→17: (0.064, -0.255, -0.002)
    13→14: (0.002, -0.042, -0.058)
    13→17: (0.049, 0.022, -0.011)
    18→19: (-0.013, 0.079, 0.003)
    5→6: (0.008, -0.070, -0.047)
    5→9: (0.053, 0.006, 0.003)
    14→15: (-0.008, 0.107, 0.000)
    0→1: (-0.081, -0.073, -0.038)
    9→10: (0.005, -0.063, -0.054)
    1→2: (-0.059, -0.137, -0.014)
    9→13: (0.049, 0.012, -0.007)
    10→11: (0.004, 0.110, -0.019)
    19→20: (-0.007, 0.066, 0.016)
    6→7: (0.007, 0.078, -0.029)
    15→16: (-0.006, 0.081, 0.021)
    2→3: (-0.000, -0.132, -0.014)
    11→12: (0.003, 0.086, 0.003)
    7→8: (0.006, 0.078, -0.010)

==== a_000100_13 ====
Dłoń 1 (Right):
  Punkt 0: x=0.509, y=0.676, z=-0.000
  Punkt 1: x=0.563, y=0.596, z=-0.016
  Punkt 2: x=0.589, y=0.502, z=-0.025
  Punkt 3: x=0.578, y=0.414, z=-0.038
  Punkt 4: x=0.546, y=0.358, z=-0.048
  Punkt 5: x=0.558, y=0.442, z=-0.000
  Punkt 6: x=0.547, y=0.387, z=-0.037
  Punkt 7: x=0.547, y=0.447, z=-0.062
  Punkt 8: x=0.551, y=0.504, z=-0.072
  Punkt 9: x=0.517, y=0.453, z=-0.005
  Punkt 10: x=0.508, y=0.415, z=-0.044
  Punkt 11: x=0.518, y=0.487, z=-0.057
  Punkt 12: x=0.528, y=0.544, z=-0.058
  Punkt 13: x=0.479, y=0.468, z=-0.015
  Punkt 14: x=0.477, y=0.442, z=-0.054
  Punkt 15: x=0.490, y=0.514, z=-0.051
  Punkt 16: x=0.499, y=0.567, z=-0.039
  Punkt 17: x=0.442, y=0.487, z=-0.027
  Punkt 18: x=0.450, y=0.459, z=-0.048
  Punkt 19: x=0.461, y=0.507, z=-0.040
  Punkt 20: x=0.467, y=0.545, z=-0.029
  Wektory:
    3→4: (-0.033, -0.056, -0.010)
    0→5: (0.049, -0.234, -0.000)
    17→18: (0.008, -0.029, -0.021)
    0→17: (-0.067, -0.189, -0.027)
    13→14: (-0.002, -0.026, -0.038)
    13→17: (-0.037, 0.020, -0.012)
    18→19: (0.011, 0.049, 0.008)
    5→6: (-0.011, -0.055, -0.037)
    5→9: (-0.041, 0.011, -0.005)
    14→15: (0.013, 0.072, 0.003)
    0→1: (0.054, -0.080, -0.016)
    9→10: (-0.009, -0.038, -0.039)
    1→2: (0.026, -0.094, -0.009)
    9→13: (-0.038, 0.015, -0.010)
    10→11: (0.011, 0.073, -0.013)
    19→20: (0.006, 0.038, 0.012)
    6→7: (0.000, 0.060, -0.025)
    15→16: (0.009, 0.053, 0.012)
    2→3: (-0.011, -0.088, -0.013)
    11→12: (0.010, 0.057, -0.001)
    7→8: (0.004, 0.057, -0.010)

==== a_000100_13_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.482, y=0.681, z=-0.000
  Punkt 1: x=0.436, y=0.590, z=-0.020
  Punkt 2: x=0.409, y=0.492, z=-0.032
  Punkt 3: x=0.420, y=0.409, z=-0.047
  Punkt 4: x=0.452, y=0.357, z=-0.059
  Punkt 5: x=0.469, y=0.445, z=0.012
  Punkt 6: x=0.468, y=0.396, z=-0.022
