==== y_000001_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.692, y=0.455, z=-0.000
  Punkt 12: x=0.549, y=0.444, z=-0.059
  Punkt 13: x=0.480, y=0.479, z=0.011
  Punkt 14: x=0.458, y=0.515, z=-0.040
  Punkt 15: x=0.532, y=0.491, z=-0.065
  Punkt 16: x=0.575, y=0.471, z=-0.059
  Punkt 17: x=0.503, y=0.525, z=0.013
  Punkt 18: x=0.408, y=0.543, z=-0.011
  Punkt 19: x=0.353, y=0.542, z=-0.021
  Punkt 20: x=0.304, y=0.543, z=-0.019
  Wektory:
    3→4: (-0.028, 0.062, 0.004)
    0→5: (-0.272, -0.086, -0.008)
    17→18: (-0.095, 0.018, -0.025)
    0→17: (-0.210, 0.070, 0.013)
    13→14: (-0.022, 0.036, -0.051)
    13→17: (0.024, 0.046, 0.003)
    18→19: (-0.055, -0.001, -0.009)
    5→6: (-0.104, 0.009, -0.012)
    5→9: (0.015, 0.058, 0.013)
    14→15: (0.074, -0.024, -0.024)
    0→1: (-0.075, -0.056, -0.056)
    9→10: (-0.042, 0.029, -0.043)
    1→2: (-0.101, -0.022, -0.008)
    9→13: (0.022, 0.052, 0.006)
    10→11: (0.081, -0.003, -0.023)
    19→20: (-0.049, 0.001, 0.002)
    6→7: (-0.069, 0.009, -0.009)
    15→16: (0.043, -0.020, 0.005)
    2→3: (-0.083, 0.043, -0.002)
    11→12: (0.053, -0.010, 0.002)
    7→8: (-0.057, 0.008, -0.004)

==== y_000002_1_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.283, y=0.451, z=-0.000
  Punkt 1: x=0.354, y=0.403, z=-0.043
  Punkt 2: x=0.460, y=0.384, z=-0.058
  Punkt 3: x=0.544, y=0.421, z=-0.072
  Punkt 4: x=0.580, y=0.474, z=-0.083
  Punkt 5: x=0.538, y=0.373, z=-0.028
  Punkt 6: x=0.658, y=0.380, z=-0.054
  Punkt 7: x=0.727, y=0.393, z=-0.066
  Punkt 8: x=0.790, y=0.409, z=-0.074
  Punkt 9: x=0.528, y=0.424, z=-0.022
  Punkt 10: x=0.569, y=0.459, z=-0.085
  Punkt 11: x=0.492, y=0.456, z=-0.107
  Punkt 12: x=0.442, y=0.443, z=-0.104
  Punkt 13: x=0.514, y=0.475, z=-0.021
  Punkt 14: x=0.535, y=0.507, z=-0.089
  Punkt 15: x=0.454, y=0.497, z=-0.098
  Punkt 16: x=0.396, y=0.476, z=-0.079
  Punkt 17: x=0.498, y=0.524, z=-0.021
  Punkt 18: x=0.594, y=0.531, z=-0.063
  Punkt 19: x=0.659, y=0.540, z=-0.073
  Punkt 20: x=0.716, y=0.547, z=-0.069
  Wektory:
    3→4: (0.036, 0.053, -0.011)
    0→5: (0.255, -0.078, -0.028)
    17→18: (0.097, 0.007, -0.042)
    0→17: (0.215, 0.073, -0.021)
    13→14: (0.021, 0.033, -0.069)
    13→17: (-0.016, 0.049, -0.000)
    18→19: (0.065, 0.009, -0.010)
    5→6: (0.121, 0.007, -0.026)
    5→9: (-0.009, 0.051, 0.006)
    14→15: (-0.081, -0.010, -0.009)
    0→1: (0.071, -0.047, -0.043)
    9→10: (0.041, 0.035, -0.063)
    1→2: (0.106, -0.019, -0.015)
    9→13: (-0.014, 0.051, 0.002)
    10→11: (-0.077, -0.003, -0.023)
    19→20: (0.057, 0.007, 0.004)
    6→7: (0.069, 0.013, -0.012)
    15→16: (-0.058, -0.022, 0.019)
    2→3: (0.084, 0.037, -0.014)
    11→12: (-0.050, -0.013, 0.003)
    7→8: (0.063, 0.016, -0.007)

==== y_100019_1 ====
Dłoń 1 (Right):
  Punkt 0: x=0.647, y=0.430, z=-0.000
  Punkt 1: x=0.622, y=0.382, z=-0.031
  Punkt 2: x=0.574, y=0.354, z=-0.050
  Punkt 3: x=0.521, y=0.377, z=-0.066
  Punkt 4: x=0.484, y=0.405, z=-0.081
  Punkt 5: x=0.495, y=0.331, z=-0.041
  Punkt 6: x=0.429, y=0.312, z=-0.065
  Punkt 7: x=0.383, y=0.301, z=-0.081
  Punkt 8: x=0.345, y=0.296, z=-0.095
  Punkt 9: x=0.487, y=0.374, z=-0.041
  Punkt 10: x=0.456, y=0.379, z=-0.075
  Punkt 11: x=0.514, y=0.385, z=-0.084
  Punkt 12: x=0.545, y=0.381, z=-0.087
  Punkt 13: x=0.494, y=0.417, z=-0.045
  Punkt 14: x=0.466, y=0.429, z=-0.080
  Punkt 15: x=0.518, y=0.417, z=-0.083
  Punkt 16: x=0.547, y=0.403, z=-0.080
  Punkt 17: x=0.505, y=0.460, z=-0.052
  Punkt 18: x=0.452, y=0.473, z=-0.079
  Punkt 19: x=0.425, y=0.479, z=-0.085
  Punkt 20: x=0.388, y=0.480, z=-0.089
  Wektory:
    3→4: (-0.037, 0.028, -0.015)
    0→5: (-0.151, -0.099, -0.041)
    17→18: (-0.053, 0.014, -0.027)
    0→17: (-0.141, 0.030, -0.052)
    13→14: (-0.028, 0.012, -0.035)
    13→17: (0.011, 0.043, -0.006)
    18→19: (-0.027, 0.005, -0.007)
    5→6: (-0.067, -0.020, -0.024)
    5→9: (-0.008, 0.043, -0.001)
    14→15: (0.053, -0.012, -0.003)
    0→1: (-0.025, -0.048, -0.031)
    9→10: (-0.031, 0.005, -0.034)
    1→2: (-0.048, -0.028, -0.019)
    9→13: (0.007, 0.043, -0.004)
    10→11: (0.057, 0.006, -0.010)
    19→20: (-0.038, 0.001, -0.003)
    6→7: (-0.045, -0.011, -0.016)
    15→16: (0.028, -0.014, 0.003)
    2→3: (-0.054, 0.023, -0.016)
    11→12: (0.031, -0.004, -0.003)
    7→8: (-0.038, -0.005, -0.014)

==== y_100019_1_flipped ====
Dłoń 1 (Left (flipped)):
  Punkt 0: x=0.346, y=0.426, z=-0.000
  Punkt 1: x=0.379, y=0.380, z=-0.036
  Punkt 2: x=0.430, y=0.356, z=-0.054
  Punkt 3: x=0.477, y=0.378, z=-0.070
  Punkt 4: x=0.514, y=0.408, z=-0.082
  Punkt 5: x=0.505, y=0.335, z=-0.030
  Punkt 6: x=0.576, y=0.312, z=-0.058
  Punkt 7: x=0.619, y=0.302, z=-0.074
  Punkt 8: x=0.658, y=0.294, z=-0.084
  Punkt 9: x=0.510, y=0.378, z=-0.025
  Punkt 10: x=0.549, y=0.377, z=-0.069
  Punkt 11: x=0.496, y=0.380, z=-0.079
  Punkt 12: x=0.465, y=0.378, z=-0.075
  Punkt 13: x=0.505, y=0.418, z=-0.025
  Punkt 14: x=0.528, y=0.423, z=-0.068
  Punkt 15: x=0.480, y=0.417, z=-0.065
  Punkt 16: x=0.451, y=0.410, z=-0.049
  Punkt 17: x=0.495, y=0.454, z=-0.028
  Punkt 18: x=0.545, y=0.466, z=-0.057
  Punkt 19: x=0.577, y=0.476, z=-0.061
  Punkt 20: x=0.610, y=0.482, z=-0.056
  Wektory:
    3→4: (0.037, 0.029, -0.012)
    0→5: (0.160, -0.091, -0.030)
    17→18: (0.051, 0.012, -0.029)
    0→17: (0.149, 0.028, -0.028)
    13→14: (0.023, 0.005, -0.043)
    13→17: (-0.010, 0.036, -0.003)
    18→19: (0.032, 0.010, -0.004)
    5→6: (0.071, -0.023, -0.028)
    5→9: (0.005, 0.043, 0.005)
    14→15: (-0.048, -0.006, 0.003)
    0→1: (0.033, -0.046, -0.036)
    9→10: (0.039, -0.001, -0.043)
    1→2: (0.050, -0.024, -0.018)
    9→13: (-0.005, 0.040, 0.000)
    10→11: (-0.053, 0.003, -0.010)
    19→20: (0.033, 0.006, 0.005)
    6→7: (0.043, -0.010, -0.016)
    15→16: (-0.029, -0.007, 0.016)
    2→3: (0.047, 0.022, -0.016)
    11→12: (-0.031, -0.002, 0.004)
    7→8: (0.039, -0.007, -0.010)
